time,open,high,low,close,tick_volume,spread,real_volume
2025-08-01 11:05:00,3286.24,3288.04,3285.43,3287.75,281,16,0
2025-08-01 11:10:00,3287.68,3288.73,3286.33,3287.81,315,15,0
2025-08-01 11:15:00,3287.8,3289.56,3287.71,3288.61,290,15,0
2025-08-01 11:20:00,3288.59,3288.63,3286.51,3287.83,248,15,0
2025-08-01 11:25:00,3287.89,3288.12,3286.68,3287.98,233,13,0
2025-08-01 11:30:00,3287.97,3288.31,3286.67,3286.84,235,15,0
2025-08-01 11:35:00,3286.85,3289.32,3286.85,3289.15,261,14,0
2025-08-01 11:40:00,3289.2,3289.98,3288.15,3289.28,274,15,0
2025-08-01 11:45:00,3289.29,3291.17,3289.07,3290.46,298,16,0
2025-08-01 11:50:00,3290.47,3293.21,3290.47,3293.08,316,16,0
2025-08-01 11:55:00,3292.95,3294.37,3292.66,3294.26,241,16,0
2025-08-01 12:00:00,3294.35,3295.37,3293.14,3294.49,272,16,0
2025-08-01 12:05:00,3294.5,3295.33,3293.75,3294.9,292,15,0
2025-08-01 12:10:00,3294.82,3295.51,3294.29,3295.09,257,15,0
2025-08-01 12:15:00,3295.22,3295.36,3293.71,3294.69,270,15,0
2025-08-01 12:20:00,3294.69,3294.99,3293.89,3294.66,213,7,0
2025-08-01 12:25:00,3294.66,3296.27,3294.11,3294.34,280,14,0
2025-08-01 12:30:00,3294.33,3294.68,3292.99,3293.68,315,10,0
2025-08-01 12:35:00,3293.68,3294.81,3293.6,3294.57,246,13,0
2025-08-01 12:40:00,3294.54,3295.76,3294.14,3295.75,288,10,0
2025-08-01 12:45:00,3295.75,3296.39,3294.19,3295.54,278,15,0
2025-08-01 12:50:00,3295.58,3295.58,3293.56,3294.27,258,13,0
2025-08-01 12:55:00,3294.23,3294.5,3292.79,3294.49,236,15,0
2025-08-01 13:00:00,3294.57,3296.3,3294.52,3295.18,226,8,0
2025-08-01 13:05:00,3295.19,3295.26,3294.22,3295.17,219,15,0
2025-08-01 13:10:00,3295.28,3295.31,3294.28,3294.59,228,14,0
2025-08-01 13:15:00,3294.6,3295.05,3293.45,3294.02,204,15,0
2025-08-01 13:20:00,3294.08,3294.65,3293.52,3293.99,180,13,0
2025-08-01 13:25:00,3293.79,3294.44,3293.75,3293.97,169,15,0
2025-08-01 13:30:00,3294.1,3296.29,3293.34,3296.27,240,9,0
2025-08-01 13:35:00,3296.28,3297.83,3295.0,3295.02,286,14,0
2025-08-01 13:40:00,3294.98,3295.9,3294.45,3295.86,251,15,0
2025-08-01 13:45:00,3295.82,3296.83,3294.9,3296.81,204,14,0
2025-08-01 13:50:00,3296.84,3302.97,3296.68,3299.46,354,5,0
2025-08-01 13:55:00,3299.3,3300.09,3298.11,3298.28,360,16,0
2025-08-01 14:00:00,3298.7,3300.98,3298.52,3299.8,291,15,0
2025-08-01 14:05:00,3299.67,3300.52,3298.43,3299.49,294,15,0
2025-08-01 14:10:00,3299.51,3301.17,3299.04,3300.71,247,12,0
2025-08-01 14:15:00,3300.7,3301.31,3298.84,3298.84,217,5,0
2025-08-01 14:20:00,3298.79,3300.29,3298.76,3299.78,249,5,0
2025-08-01 14:25:00,3299.81,3300.61,3299.03,3299.85,250,12,0
2025-08-01 14:30:00,3299.79,3300.81,3298.75,3300.4,250,13,0
2025-08-01 14:35:00,3300.4,3301.32,3300.2,3300.43,201,9,0
2025-08-01 14:40:00,3299.98,3300.3,3299.1,3299.36,216,13,0
2025-08-01 14:45:00,3299.45,3299.65,3297.31,3297.98,258,7,0
2025-08-01 14:50:00,3298.02,3298.84,3296.87,3298.38,266,7,0
2025-08-01 14:55:00,3298.41,3300.37,3298.34,3300.36,211,14,0
2025-08-01 15:00:00,3300.44,3300.83,3297.55,3299.34,288,14,0
2025-08-01 15:05:00,3299.29,3299.97,3297.37,3299.02,298,13,0
2025-08-01 15:10:00,3298.98,3301.16,3298.5,3300.82,296,16,0
2025-08-01 15:15:00,3300.92,3302.66,3300.44,3302.51,296,13,0
2025-08-01 15:20:00,3302.61,3304.08,3301.11,3303.19,372,15,0
2025-08-01 15:25:00,3303.12,3304.01,3300.77,3300.88,291,9,0
2025-08-01 15:30:00,3300.86,3330.7,3300.86,3328.14,525,5,0
2025-08-01 15:35:00,3328.04,3335.35,3328.04,3331.86,510,8,0
2025-08-01 15:40:00,3332.57,3340.58,3330.61,3339.21,500,10,0
2025-08-01 15:45:00,3339.11,3345.22,3339.11,3343.13,489,11,0
2025-08-01 15:50:00,3343.39,3345.01,3335.71,3339.37,488,5,0
2025-08-01 15:55:00,3339.73,3342.18,3335.45,3341.26,492,9,0
2025-08-01 16:00:00,3341.5,3344.75,3339.67,3344.44,493,10,0
2025-08-01 16:05:00,3344.43,3345.67,3340.04,3345.67,474,11,0
2025-08-01 16:10:00,3346.56,3350.93,3346.56,3350.93,483,5,0
2025-08-01 16:15:00,3351.0,3354.46,3349.2,3353.07,484,5,0
2025-08-01 16:20:00,3353.0,3354.41,3349.78,3352.07,450,13,0
2025-08-01 16:25:00,3351.93,3352.74,3349.29,3351.77,420,15,0
2025-08-01 16:30:00,3351.93,3353.11,3345.18,3346.86,484,12,0
2025-08-01 16:35:00,3347.05,3349.34,3342.15,3343.72,483,5,0
2025-08-01 16:40:00,3344.15,3348.65,3342.16,3347.95,478,6,0
2025-08-01 16:45:00,3347.71,3349.93,3341.98,3342.74,461,11,0
2025-08-01 16:50:00,3343.11,3344.31,3339.7,3341.77,462,14,0
2025-08-01 16:55:00,3341.72,3342.36,3338.85,3342.07,409,5,0
2025-08-01 17:00:00,3344.94,3351.24,3344.37,3345.13,491,8,0
2025-08-01 17:05:00,3344.57,3350.48,3344.44,3349.88,465,5,0
2025-08-01 17:10:00,3349.92,3351.38,3348.03,3348.68,459,13,0
2025-08-01 17:15:00,3348.88,3353.88,3347.91,3352.59,447,5,0
2025-08-01 17:20:00,3352.61,3355.07,3351.22,3352.63,435,11,0
2025-08-01 17:25:00,3352.62,3353.13,3345.33,3346.21,437,15,0
2025-08-01 17:30:00,3345.96,3346.66,3342.76,3343.16,452,7,0
2025-08-01 17:35:00,3343.42,3345.41,3342.08,3343.0,444,5,0
2025-08-01 17:40:00,3342.69,3345.11,3341.46,3344.83,426,11,0
2025-08-01 17:45:00,3344.88,3347.76,3344.63,3347.21,414,15,0
2025-08-01 17:50:00,3347.31,3347.31,3341.39,3344.22,425,9,0
2025-08-01 17:55:00,3344.23,3345.88,3342.0,3345.88,402,14,0
2025-08-01 18:00:00,3346.08,3346.68,3341.59,3344.65,422,8,0
2025-08-01 18:05:00,3344.45,3348.98,3343.83,3348.96,407,10,0
2025-08-01 18:10:00,3348.96,3350.61,3348.6,3349.34,427,15,0
2025-08-01 18:15:00,3349.09,3350.36,3348.7,3350.15,421,5,0
2025-08-01 18:20:00,3350.17,3350.95,3348.86,3349.9,399,10,0
2025-08-01 18:25:00,3349.92,3350.55,3348.75,3349.53,395,16,0
2025-08-01 18:30:00,3349.55,3351.26,3348.76,3350.95,348,17,0
2025-08-01 18:35:00,3350.91,3350.98,3346.98,3348.38,398,8,0
2025-08-01 18:40:00,3348.4,3349.34,3347.01,3348.71,357,14,0
2025-08-01 18:45:00,3348.76,3349.84,3347.92,3348.25,327,15,0
2025-08-01 18:50:00,3348.11,3350.42,3347.25,3350.03,327,15,0
2025-08-01 18:55:00,3350.02,3350.37,3347.88,3348.55,294,12,0
2025-08-01 19:00:00,3348.53,3349.36,3345.96,3346.11,302,11,0
2025-08-01 19:05:00,3346.01,3346.8,3344.44,3346.54,350,15,0
2025-08-01 19:10:00,3346.56,3346.64,3344.33,3345.47,346,5,0
2025-08-01 19:15:00,3345.55,3346.2,3343.03,3344.14,327,12,0
2025-08-01 19:20:00,3344.12,3344.24,3341.1,3342.11,374,14,0
2025-08-01 19:25:00,3342.08,3342.11,3340.65,3341.16,328,11,0
2025-08-01 19:30:00,3341.12,3343.57,3340.55,3342.7,330,15,0
2025-08-01 19:35:00,3342.72,3343.37,3340.73,3341.35,311,15,0
2025-08-01 19:40:00,3341.33,3342.83,3341.03,3342.72,280,15,0
2025-08-01 19:45:00,3342.64,3342.77,3341.04,3342.6,296,12,0
2025-08-01 19:50:00,3342.76,3345.43,3342.05,3345.38,319,15,0
2025-08-01 19:55:00,3345.36,3348.74,3343.98,3347.28,429,5,0
2025-08-01 20:00:00,3347.24,3349.12,3346.96,3347.79,403,13,0
2025-08-01 20:05:00,3347.93,3349.45,3346.63,3347.6,379,11,0
2025-08-01 20:10:00,3347.52,3348.29,3346.59,3346.59,299,16,0
2025-08-01 20:15:00,3346.7,3347.55,3345.57,3347.55,302,15,0
2025-08-01 20:20:00,3347.53,3348.93,3346.57,3348.92,308,15,0
2025-08-01 20:25:00,3348.92,3349.16,3347.11,3347.48,333,12,0
2025-08-01 20:30:00,3347.36,3348.61,3346.98,3348.37,301,6,0
2025-08-01 20:35:00,3348.38,3349.1,3347.44,3347.44,287,7,0
2025-08-01 20:40:00,3347.46,3349.21,3346.99,3347.99,295,15,0
2025-08-01 20:45:00,3347.98,3348.45,3347.09,3348.2,282,12,0
2025-08-01 20:50:00,3348.23,3348.43,3347.6,3348.09,250,16,0
2025-08-01 20:55:00,3347.93,3348.57,3347.79,3348.25,231,16,0
2025-08-01 21:00:00,3348.39,3348.87,3346.26,3346.27,270,15,0
2025-08-01 21:05:00,3346.19,3348.04,3345.93,3347.96,263,15,0
2025-08-01 21:10:00,3347.82,3349.8,3347.52,3348.36,314,12,0
2025-08-01 21:15:00,3348.32,3348.65,3347.06,3347.47,279,15,0
2025-08-01 21:20:00,3347.59,3348.15,3346.44,3347.92,274,15,0
2025-08-01 21:25:00,3347.9,3349.53,3347.87,3349.28,303,12,0
2025-08-01 21:30:00,3349.4,3349.4,3348.16,3349.1,257,16,0
2025-08-01 21:35:00,3349.02,3350.37,3348.38,3350.32,235,6,0
2025-08-01 21:40:00,3350.21,3351.1,3349.94,3350.82,241,7,0
2025-08-01 21:45:00,3350.84,3351.29,3349.55,3349.59,219,7,0
2025-08-01 21:50:00,3349.68,3350.36,3347.79,3347.93,262,16,0
2025-08-01 21:55:00,3347.91,3348.27,3347.43,3347.59,242,16,0
2025-08-01 22:00:00,3347.8,3348.84,3347.71,3347.95,248,15,0
2025-08-01 22:05:00,3348.03,3349.21,3347.89,3348.52,206,16,0
2025-08-01 22:10:00,3348.49,3349.89,3348.4,3349.19,248,15,0
2025-08-01 22:15:00,3348.91,3349.39,3348.6,3348.86,214,16,0
2025-08-01 22:20:00,3348.98,3350.32,3348.76,3350.3,211,15,0
2025-08-01 22:25:00,3350.34,3351.12,3349.99,3351.02,247,13,0
2025-08-01 22:30:00,3351.0,3358.06,3350.94,3356.79,455,6,0
2025-08-01 22:35:00,3356.8,3361.0,3356.52,3359.84,397,5,0
2025-08-01 22:40:00,3359.58,3360.85,3359.09,3360.25,372,10,0
2025-08-01 22:45:00,3360.23,3361.27,3358.92,3360.99,262,13,0
2025-08-01 22:50:00,3360.99,3360.99,3357.84,3358.52,371,9,0
2025-08-01 22:55:00,3358.54,3360.42,3356.51,3357.17,375,10,0
2025-08-01 23:00:00,3357.13,3360.09,3357.08,3359.67,276,0,0
2025-08-01 23:05:00,3359.72,3360.14,3358.99,3359.83,229,12,0
2025-08-01 23:10:00,3360.01,3360.09,3358.94,3360.09,214,11,0
2025-08-01 23:15:00,3360.14,3360.74,3359.74,3360.2,207,10,0
2025-08-01 23:20:00,3360.19,3360.81,3359.96,3360.8,162,10,0
2025-08-01 23:25:00,3360.64,3360.9,3360.16,3360.4,183,6,0
2025-08-01 23:30:00,3360.37,3361.79,3360.37,3361.61,214,12,0
2025-08-01 23:35:00,3361.44,3362.27,3361.21,3362.27,186,15,0
2025-08-01 23:40:00,3362.0,3362.77,3361.22,3362.66,217,14,0
2025-08-01 23:45:00,3362.66,3362.92,3362.15,3362.54,213,0,0
2025-08-01 23:50:00,3362.63,3363.45,3362.34,3363.23,235,15,0
2025-08-04 01:05:00,3362.95,3364.62,3361.67,3363.42,294,16,0
2025-08-04 01:10:00,3363.45,3363.93,3359.92,3360.36,255,11,0
2025-08-04 01:15:00,3360.53,3360.82,3359.09,3360.3,279,5,0
2025-08-04 01:20:00,3360.29,3361.61,3359.48,3361.28,226,16,0
2025-08-04 01:25:00,3361.27,3361.56,3359.83,3360.62,191,16,0
2025-08-04 01:30:00,3360.61,3360.62,3357.61,3357.61,244,15,0
2025-08-04 01:35:00,3357.61,3360.61,3357.61,3360.46,234,15,0
2025-08-04 01:40:00,3360.18,3360.21,3358.64,3359.94,206,16,0
2025-08-04 01:45:00,3359.82,3359.99,3358.4,3358.4,181,16,0
2025-08-04 01:50:00,3358.51,3359.92,3358.21,3358.62,178,15,0
2025-08-04 01:55:00,3358.85,3360.06,3358.7,3359.01,189,16,0
2025-08-04 02:00:00,3359.11,3359.41,3358.13,3358.68,200,15,0
2025-08-04 02:05:00,3358.73,3358.73,3357.79,3358.23,177,13,0
2025-08-04 02:10:00,3358.13,3358.92,3357.85,3358.32,165,15,0
2025-08-04 02:15:00,3358.33,3358.33,3357.01,3357.41,174,15,0
2025-08-04 02:20:00,3357.25,3357.31,3354.59,3356.22,250,5,0
2025-08-04 02:25:00,3356.38,3356.55,3355.54,3355.99,168,15,0
2025-08-04 02:30:00,3356.05,3357.21,3355.96,3356.05,177,16,0
2025-08-04 02:35:00,3356.04,3358.3,3355.98,3358.24,158,12,0
2025-08-04 02:40:00,3358.22,3358.82,3357.44,3357.74,155,16,0
2025-08-04 02:45:00,3357.65,3360.27,3357.53,3360.16,198,16,0
2025-08-04 02:50:00,3360.16,3361.23,3359.4,3361.09,198,15,0
2025-08-04 02:55:00,3361.17,3362.0,3360.46,3362.0,223,15,0
2025-08-04 03:00:00,3361.96,3362.39,3356.18,3357.4,342,15,0
2025-08-04 03:05:00,3357.73,3360.0,3356.9,3359.12,273,16,0
2025-08-04 03:10:00,3359.19,3359.32,3356.18,3356.23,243,16,0
2025-08-04 03:15:00,3356.25,3356.54,3355.56,3355.91,262,15,0
2025-08-04 03:20:00,3355.93,3356.9,3354.85,3355.09,238,11,0
2025-08-04 03:25:00,3355.16,3355.88,3354.52,3355.52,222,13,0
2025-08-04 03:30:00,3355.51,3355.51,3353.99,3354.2,253,8,0
2025-08-04 03:35:00,3354.19,3355.47,3353.56,3354.1,246,13,0
2025-08-04 03:40:00,3354.21,3354.34,3351.78,3352.29,287,5,0
2025-08-04 03:45:00,3352.33,3353.04,3351.86,3352.78,228,16,0
2025-08-04 03:50:00,3352.82,3353.26,3351.69,3352.28,252,5,0
2025-08-04 03:55:00,3352.23,3352.31,3350.26,3352.18,314,17,0
2025-08-04 04:00:00,3352.05,3353.49,3350.22,3352.52,374,8,0
2025-08-04 04:05:00,3352.46,3353.61,3350.79,3350.9,341,13,0
2025-08-04 04:10:00,3350.89,3351.28,3349.45,3349.68,353,15,0
2025-08-04 04:15:00,3349.64,3351.29,3349.3,3349.6,304,15,0
2025-08-04 04:20:00,3349.62,3349.79,3345.91,3346.56,315,5,0
2025-08-04 04:25:00,3346.45,3347.79,3345.07,3347.6,346,15,0
2025-08-04 04:30:00,3347.75,3349.06,3346.73,3347.38,358,15,0
2025-08-04 04:35:00,3347.37,3349.22,3347.36,3348.81,343,16,0
2025-08-04 04:40:00,3348.8,3350.35,3348.44,3349.27,310,16,0
2025-08-04 04:45:00,3349.22,3351.37,3349.0,3350.9,301,15,0
2025-08-04 04:50:00,3351.05,3352.5,3350.63,3352.49,274,5,0
2025-08-04 04:55:00,3352.43,3353.25,3351.93,3352.28,257,15,0
2025-08-04 05:00:00,3352.24,3352.7,3350.25,3351.43,275,11,0
2025-08-04 05:05:00,3351.44,3351.6,3350.61,3351.5,249,15,0
2025-08-04 05:10:00,3351.49,3352.7,3350.99,3351.13,231,15,0
2025-08-04 05:15:00,3351.23,3353.25,3350.97,3352.78,214,15,0
2025-08-04 05:20:00,3352.77,3354.22,3352.77,3353.84,214,15,0
2025-08-04 05:25:00,3353.81,3355.21,3353.71,3353.97,244,15,0
2025-08-04 05:30:00,3354.02,3354.02,3352.13,3353.19,263,15,0
2025-08-04 05:35:00,3353.27,3353.39,3352.34,3352.84,233,11,0
2025-08-04 05:40:00,3352.78,3353.62,3352.69,3353.5,197,13,0
2025-08-04 05:45:00,3353.51,3353.77,3352.58,3353.7,209,16,0
2025-08-04 05:50:00,3353.64,3354.77,3352.63,3353.89,264,13,0
2025-08-04 05:55:00,3353.79,3354.59,3353.53,3354.35,239,11,0
2025-08-04 06:00:00,3354.42,3356.77,3354.42,3356.05,314,11,0
2025-08-04 06:05:00,3355.81,3357.71,3355.46,3356.97,320,5,0
2025-08-04 06:10:00,3356.98,3357.59,3355.86,3355.9,262,15,0
2025-08-04 06:15:00,3355.89,3356.6,3354.42,3354.49,258,5,0
2025-08-04 06:20:00,3354.52,3356.44,3354.46,3356.24,243,15,0
2025-08-04 06:25:00,3356.26,3357.42,3355.96,3356.96,213,15,0
2025-08-04 06:30:00,3356.89,3357.13,3355.58,3355.93,240,15,0
2025-08-04 06:35:00,3355.96,3357.43,3355.4,3357.01,207,15,0
2025-08-04 06:40:00,3356.96,3358.15,3356.96,3357.87,187,15,0
2025-08-04 06:45:00,3357.86,3358.71,3357.85,3358.71,188,15,0
2025-08-04 06:50:00,3358.7,3360.78,3358.62,3360.32,305,7,0
2025-08-04 06:55:00,3360.38,3360.84,3359.87,3360.4,184,16,0
2025-08-04 07:00:00,3360.28,3361.0,3360.04,3360.78,202,15,0
2025-08-04 07:05:00,3360.8,3361.05,3360.43,3361.03,160,15,0
2025-08-04 07:10:00,3360.98,3361.04,3360.54,3360.95,157,15,0
2025-08-04 07:15:00,3360.96,3361.75,3360.61,3360.77,182,6,0
2025-08-04 07:20:00,3360.78,3361.47,3360.45,3360.92,180,5,0
2025-08-04 07:25:00,3360.91,3361.24,3360.67,3360.95,184,15,0
2025-08-04 07:30:00,3360.91,3361.48,3360.23,3360.76,180,6,0
2025-08-04 07:35:00,3360.76,3361.4,3358.83,3360.89,281,5,0
2025-08-04 07:40:00,3360.78,3362.16,3360.61,3360.65,215,15,0
2025-08-04 07:45:00,3360.66,3361.02,3360.43,3360.69,155,15,0
2025-08-04 07:50:00,3360.7,3360.94,3358.86,3359.58,213,15,0
2025-08-04 07:55:00,3359.5,3359.77,3358.96,3358.97,181,5,0
